STABR,FSCSKEY,LIBID,LIBNAME,ADDRESS,CITY,ZIP,CNTY,C_FSCS,GEOCODE,STARTDAT,ENDDATE,POPU_UND,CENTLIB,BRANLIB,BKMOB,MASTER,LIBRARIA,OTHPAID,TOTSTAFF,LOCGVT,STGVT,FEDGVT,OTHINCM,TOTINCM,SALARIES,BENEFIT,STAFFEXP,PRMATEXP,ELMATEXP,OTHMATEX,TOTEXPCO,OTHOPEXP,TOTOPEXP,LCAP_REV,SCAP_REV,FCAP_REV,OCAP_REV,CAP_REV,CAPITAL,BKVOL,EBOOK,AUDIO_PH,AUDIO_DL,VIDEO_PH,VIDEO_DL,EC_LO_OT,EC_ST,ELECCOLL,SUBSCRIP,HRS_OPEN,VISITS,REFERENC,REGBOR,TOTCIR,KIDCIRCL,ELMATCIR,PHYSCIR,ELINFO,ELCONT,TOTCOLL,LOANTO,LOANFM,TOTPRO,KIDPRO,YAPRO,TOTATTEN,KIDATTEN,YAATTEN,GPTERMS,PITUSR,WIFISESS,WEBVISIT,YR_SUB,OBEREG,RSTATUS,STATSTRU,STATNAME,STATADDR,CNTYPOP,LOCALE_ADD
AR,AR0014,AR0014-016,SOUTHEAST ARKANSAS REGIONAL LIBRARY,114 W JEFFERSON,MONTICELLO,71655,DREW,Y,MC1,01/01/2019,12/31/2019,63020,1,9,0,1,7,8,15,733500,179503,0,46100,959103,505593,147573,653166,56777,9048,5613,71438,138138,862742,0,0,0,0,0,0,107129,43590,1695,12722,5045,0,0,81,81,111,17168,212410,76468,23977,111881,27223,13554,98327,0,13554,111881,0,0,920,488,86,18321,13925,979,112,41508,0,932621,2019,5,1,0,0,0,18219,33
AR,AR0015,AR015-003,PHILLIPS LEE MONROE REGIONAL LIBRARY SYSTEM,702 PORTER ST,HELENA,72342,PHILLIPS,Y,MC1,01/01/2019,12/31/2019,33765,1,5,0,0,3,5,8,690771,90464,0,57142,838377,153466,24862,178328,16000,13134,0,29134,10000,217462,0,0,0,0,0,0,39504,0,1690,0,400,0,0,81,81,0,8001,8500,0,42500,50651,9641,0,50651,0,0,50651,0,129,20,20,0,1700,1500,0,17,19900,0,0,2019,5,1,0,0,0,17782,33
AR,AR0016,AR016,WILLIAM F. LAMAN PUBLIC LIBRARY SYSTEM,2801 ORANGE STREET,NORTH LITTLE ROCK,72114,PULASKI,Y,MA1,01/01/2019,12/31/2019,63120,1,1,0,8,15,31,46,3489677,149656,0,259314,3898647,1590810,502491,2093301,120677,123675,47006,291358,1149661,3534320,0,0,0,0,0,0,145886,202062,8807,57718,12366,44659,16,81,97,178,5320,385159,249992,45639,260782,36314,120784,139998,95650,216434,356432,0,0,6469,2607,1208,121380,54837,12537,118,56973,885210,1001600,2019,5,1,0,6,0,391911,13
AR,AR0017,AR017-002,FAULKNER-VAN BUREN REGIONAL LIBRARY SYSTEM,1900 TYLER STREET,CONWAY,72032,FAULKNER,Y,MC1,01/01/2019,12/31/2019,132238,1,7,0,4,17,14,31,2465006,255149,0,80586,2800741,1042546,491001,1533547,133421,96383,28150,257954,297428,2088929,360560,0,0,0,360560,360560,208291,336915,8486,358703,18850,16212,2,81,83,398,15526,410240,141128,71897,533203,153798,141872,391331,5264,147136,538467,0,670,2309,1243,283,48382,32977,7479,89,83628,0,398673,2019,5,1,0,0,0,126007,13
AR,AR0019,AR019-007,WHITE COUNTY REGIONAL LIBRARY SYSTEM,113 EAST PLEASURE AVENUE,SEARCY,72143,WHITE,Y,CO1,01/01/2019,12/31/2019,75486,1,8,0,1,9.55,8,17.55,1698368,139673,0,35348,1873389,721770,292488,1014258,149924,48440,46619,244983,234364,1493605,0,0,0,0,0,0,121462,387236,5442,350581,21603,9112,4,81,85,215,14112,262487,32360,33600,501190,150793,56951,444239,7537,64488,508727,1058,2201,1505,1048,65,35999,26241,317,40,31678,22875,52629,2019,5,1,0,0,0,78753,32
AR,AR0020,AR020-002,BARTON LIBRARY,200 EAST 5TH STREET,EL DORADO,71730,UNION,Y,CO1,01/01/2019,12/31/2019,37986,1,5,0,1,1,6,7,530000,78274,0,24850,633124,328500,86730,415230,29100,10000,0,39100,179794,634124,0,0,0,0,0,5262,46784,43590,1030,12722,1898,0,1,81,82,25,8684,65021,9114,15620,64922,19384,2024,62898,0,2024,64922,0,0,433,306,14,10433,9279,315,39,25814,30566,39112,2019,5,1,0,0,0,38682,33
AR,AR0021,AR008-002,POPE COUNTY LIBRARY SYSTEM,116 EAST 3RD STREET,RUSSELLVILLE,72801,POPE,Y,CO1,01/01/2019,12/31/2019,60740,1,3,1,0,14,9,23,1160257,115903,0,131762,1407922,536275,395339,931614,85878,23922,17292,127092,234009,1292715,0,0,0,0,0,0,99453,16868,2880,6931,10285,235,3,81,84,168,8018,156396,14926,31317,261161,60141,26666,234495,0,26666,261161,364,641,1846,1186,212,37303,32439,1604,34,11604,52592,87606,2019,5,1,0,0,0,64072,33
AR,AR0023,AR023-002,SCOTT SEBASTIAN REGIONAL LIBRARY,18 N. ADAIR STREET,GREENWOOD,72936,SEBASTIAN,Y,MC1,01/01/2019,12/31/2019,47557,1,4,0,1,1,4,5,400276,118655,0,14348,533279,203746,69119,272865,38854,4167,150,43171,40780,356816,0,0,0,0,0,0,210756,29366,1693,9385,0,249,0,81,81,56,5805,47930,4804,7605,83900,24300,3594,80306,0,3594,83900,11,236,195,116,15,1875,1206,123,15,13961,934,0,2019,5,1,0,0,0,127827,31
AR,AR0024,AR024-002,EAST CENTRAL ARKANSAS REGIONAL LIBRARY SYSTEM,410 MERRIMAN AVE E,WYNNE,72396,CROSS,Y,MC1,01/01/2019,12/31/2019,22550,1,4,0,2,2,8.75,10.75,568185,78348,0,29205,675738,334577,85948,420525,76163,9364,9000,94527,303204,818256,0,0,0,0,0,0,55951,56312,2537,12722,3617,0,6,81,87,96,7032,30721,1641,9301,45877,12793,4607,41270,0,4607,45877,14,28,824,475,46,7439,5246,353,42,12594,34000,9869,2019,5,1,0,0,0,16419,32
AR,AR0025,AR025,WEST MEMPHIS PUBLIC LIBRARY,213 NORTH AVALON STREET,WEST MEMPHIS,72301,CRITTENDEN,Y,CI1,01/01/2019,12/31/2019,24079,1,0,0,0,1,3,4,593689,38783,0,44502,676974,178028,43791,221819,40716,787,0,41503,712820,976142,0,0,0,0,0,0,42179,43590,705,12722,1044,0,5,81,86,28,2447,24664,4688,16091,19218,4058,2604,16614,0,2604,19218,0,0,167,37,0,2029,702,0,12,10918,182,9166,2019,5,1,0,0,0,47955,21
AR,AR0026,AR026-003,ASHLEY COUNTY LIBRARY,211 EAST LINCOLN STREET,HAMBURG,71646,ASHLEY,Y,CO1,01/01/2019,12/31/2019,19516,1,1,0,1,3,4,7,611479,49459,0,63992,724930,299838,103442,403280,40564,4265,5000,49829,150846,603955,0,0,0,0,0,0,73682,43590,2339,12722,1921,0,0,81,81,59,4927,50360,2694,7387,47933,7840,4722,43211,0,4722,47933,0,7,239,74,2,3723,1898,3,29,9331,2528,5275,2019,5,1,0,0,0,19657,33
AR,AR0027,AR027-002,W.A. BILLINGSLEY/JACKSON COUNTY LIBRARY,213 WALNUT STREET,NEWPORT,72112,JACKSON,Y,CO1,01/01/2019,12/31/2019,16400,1,1,0,1,1,2,3,224462,44435,0,168613,437510,166912,19155,186067,38352,5810,2794,46956,52324,285347,0,0,0,0,0,0,46338,40884,534,12722,1223,173,2,81,83,53,3364,16571,1621,4317,19147,5159,1503,17644,0,1503,19147,0,16,78,58,8,2119,1893,106,16,7095,0,14719,2019,5,1,0,0,0,16719,32
AR,AR0028,AR028-002,TEXARKANA PUBLIC LIBRARY,600 W. 3RD ST.,TEXARKANA,75501,BOWIE,Y,CI1,01/01/2019,12/31/2019,58312,1,0,0,4,5,6,11,354805,76468,0,39752,471025,471228,188736,659964,38085,19797,9206,67088,148061,875113,0,0,0,0,0,30770,80898,389,4401,2410,8279,0,3,81,84,58,3178,135544,11986,38357,166518,37438,792,165726,4828,5620,171346,2212,2605,176,141,0,2791,1966,0,20,26785,28881,27683,2019,5,1,0,0,0,93245,13
AR,AR0030,AR030-002,CONWAY COUNTY LIBRARY,101 WEST CHURCH STREET,MORRILTON,72110,CONWAY,Y,CO1,01/01/2019,12/31/2019,19939,1,0,1,2,2,4,6,460000,52450,0,22500,534950,243913,99759,343672,25000,4000,37400,66400,1000,411072,0,0,0,0,0,0,35000,47590,0,12722,2684,0,0,81,81,22,2297,60000,9200,13587,43729,10454,9892,33837,0,9892,43729,65,30,194,87,69,4276,2250,1025,7,48140,0,0,2019,5,1,0,0,0,20846,32
AR,AR0031,AR031-002,LAWRENCE COUNTY LIBRARY,115 WEST WALNUT STREET,WALNUT RIDGE,72476,LAWRENCE,Y,CO1,01/01/2019,12/31/2019,15938,1,2,0,1,1,3,4,411963,43690,0,23728,479381,178197,57499,235696,60884,34869,20160,115913,120054,471663,0,0,0,0,0,0,53136,43590,710,12722,5849,0,3,81,84,92,5259,43659,6760,7858,62849,18843,7624,55225,0,7624,62849,103,14,307,296,2,4553,4353,133,32,9189,18960,12916,2019,5,1,0,0,0,16406,32
AR,AR0037,AR037-002,FORREST CITY PUBLIC LIBRARY,421 SOUTH WASHINGTON STREET,FORREST CITY,72335,ST. FRANCIS,Y,CI1,01/01/2019,12/31/2019,13790,1,0,0,1,1,2,3,172366,40227,0,14593,227186,122557,55140,177697,16277,3000,5000,24277,36237,238211,0,0,0,0,0,0,16054,60827,1983,18443,1601,0,0,81,81,12,1992,15422,1650,2069,11959,1097,1768,10191,0,1768,11959,0,0,55,31,5,826,613,29,9,4629,17546,9331,2019,5,1,0,0,0,24994,32
AR,AR0038,AR038-002,BENTONVILLE PUBLIC LIBRARY,405 SOUTH MAIN STREET,BENTONVILLE,72712,BENTON,Y,CI1,01/01/2019,12/31/2019,34857,1,0,0,4,5,17.6,22.6,0,18900,0,84286,103186,906746,276666,1183412,153591,92429,14861,260881,291718,1736011,0,0,0,0,0,33399,128791,32529,6282,9236,11901,269,43,81,124,208,2993,319697,0,42615,715187,358430,142207,572980,0,142207,715187,0,146,939,717,193,65021,56509,1797,24,15990,0,820021,2019,5,1,0,0,0,279141,13
AR,AR0039,AR0039-004,BAXTER COUNTY LIBRARY,300 LIBRARY HILL,MOUNTAIN HOME,72653,BAXTER,Y,CO1,01/01/2019,12/31/2019,39105,1,0,0,2,5,15,20,727698,81033,0,373350,1182081,559203,245265,804468,65097,22517,6796,94410,241064,1139942,0,0,0,0,0,0,87406,19516,3736,5742,7075,244,12,81,93,147,2732,178601,12051,55624,306345,79496,52177,254168,45456,97633,351801,6,149,380,141,110,24108,13073,4937,49,22135,16856,142866,2019,5,1,0,0,0,41932,41
AR,AR0040,AR018-001,MISSISSIPPI/CRITTENDEN REGIONAL LIBRARY,200 NORTH 5TH STREET,BLYTHEVILLE,72315,MISSISSIPPI,Y,MC1,01/01/2019,12/31/2019,63604,1,12,0,1,17,9.2,26.2,1132940,144597,0,93589,1371126,690143,98911,789054,130457,18883,4204,153544,426878,1369476,0,0,0,18750,18750,384810,133355,87281,3078,25474,509,0,0,81,81,86,14493,121178,8379,26769,63679,14862,14383,49296,0,14383,63679,3,0,352,228,46,7208,6398,428,68,27964,2484,44212,2019,5,1,0,0,0,40651,33
AR,AR0041,AR022-002,LONOKE COUNTY LIBRARY SYSTEM,204 E. SECOND ST.,LONOKE,72086,LONOKE,Y,CO1,01/01/2019,12/31/2019,68786,1,4,0,2,4,23,27,1468202,128873,0,64479,1661554,658283,317777,976060,169186,24080,12351,205617,206232,1387909,0,0,0,0,0,0,72314,46890,3668,12784,8612,44,5,81,86,282,8800,190740,143056,40996,479737,79885,28086,451651,0,28086,479737,2,642,2961,1161,1228,50685,30876,11328,66,29656,33588,975781,2019,5,1,0,0,15,73309,32
AR,AR0042,AR0042,ARKANSAS COUNTY LIBRARY,2002 S. BUERKLE STREET,STUTTGART,72160,ARKANSAS,Y,CO1,01/01/2019,12/31/2019,17346,1,2,0,1,3,4,7,233857,63393,0,23098,320348,164164,44591,208755,7712,2881,223,10816,26279,245850,0,0,0,0,0,0,29386,378149,389,352579,881,16617,0,81,81,0,5251,34783,1335,10888,22161,5708,1479,20682,0,1479,22161,0,0,349,159,38,4517,2805,0,15,3977,0,6892,2019,5,1,0,0,0,17486,32
AR,AR0043,AR0043-002,TRUMANN PUBLIC LIBRARY,1200 WEST MAIN,TRUMANN,72472,POINSETT,Y,CI1,01/01/2019,12/31/2019,6898,1,0,0,0,1,1,2,49172,0,0,0,49172,-9,-9,-9,7200,0,1300,8500,-9,25200,0,0,0,0,0,0,11000,0,72,0,130,0,0,81,81,17,1500,7048,0,6042,4585,358,0,4585,0,0,4585,0,0,1,1,0,64,64,0,3,1724,0,0,2019,5,1,0,0,0,23528,32
AR,AR0044,AR0044-002,BELLA VISTA PUBLIC LIBRARY,11 DICKENS PLACE,BELLA VISTA,72714,BENTON,Y,OTH,01/01/2019,12/31/2019,15792,1,0,0,3,4,2.5,6.5,468220,0,0,0,468220,247279,47058,294337,35334,26672,5045,67051,98775,460163,0,0,0,0,0,0,30852,24790,1117,14659,4488,293,5,81,86,25,3040,61956,6891,6838,179635,73746,28198,151437,0,28198,179635,0,222,542,117,26,10636,5536,270,9,5438,10504,0,2019,5,1,0,0,0,279141,21
AR,AR0046,AR0046-003,SALINE COUNTY LIBRARY,1800 SMITHERS DRIVE,BENTON,72015,SALINE,Y,CO1,01/01/2019,12/31/2019,113047,1,1,0,12,15,20,35,2109003,200078,0,262916,2571997,1500784,567886,2068670,127905,148628,98865,375398,797017,3241085,0,109866,0,0,109866,191552,111767,60785,8713,18468,21213,0,20,81,101,60,5596,367089,17682,41915,487683,183103,118145,369538,0,118145,487683,838,428,639,217,75,31083,24929,2462,40,0,0,1393111,2019,5,1,0,0,0,122437,21
AR,AR0047,AR0047-001,ROGERS PUBLIC LIBRARY,711 S. DIXIELAND ROAD,ROGERS,72758,BENTON,Y,CI1,01/01/2019,12/31/2019,61923,1,0,0,8,12,10.5,22.5,1739623,127260,0,162330,2029213,1131149,250168,1381317,171091,147503,33096,351690,278973,2011980,8064,0,0,0,8064,8064,139617,24790,9049,18821,7850,269,20,81,101,166,3384,197374,45063,24240,385995,126917,96788,289207,27987,124775,413982,1587,1148,923,624,155,33272,29425,2019,68,23382,39736,279701,2019,5,1,0,0,0,279141,13
AR,AR0048,AR0048-001,CRAWFORD COUNTY LIBRARY SYSTEM,1409 MAIN ST.,VAN BUREN,72956,CRAWFORD,Y,CO1,01/01/2019,12/31/2019,59300,1,5,0,5,8,14,22,1099690,113521,0,88153,1301364,575942,271667,847609,87789,28495,18918,135202,98203,1081014,0,0,0,0,0,0,143844,30552,9769,8128,10681,250,2,81,83,29,12908,255667,7555,42926,248136,58176,27069,221067,5903,32972,254039,2312,1270,2612,1192,390,35545,21474,3152,63,19669,54388,28355,2019,5,1,0,0,0,63257,22
AR,AR0049,AR0049-001,CARROLL AND MADISON LIBRARY SYSTEM,106 SPRING STREET,BERRYVILLE,72616,CARROLL,Y,MC1,01/01/2019,12/31/2019,41635,1,6,0,3,8,12,20,1109851,109059,0,13176,1232086,593823,209670,803493,106200,32675,56155,195030,634780,1633303,0,0,0,14143,14143,0,123976,24795,9294,7193,25196,234,4,81,85,149,14355,240569,21641,23798,320163,74821,21377,298786,14953,36330,335116,221,1361,1983,878,223,33772,21680,2747,48,40299,0,2396464,2019,5,1,0,0,0,28380,32
AR,AR0050,AR0050-001,BOONE COUNTY LIBRARY,221 W. STEPHENSON AVE,HARRISON,72601,BOONE,Y,CO1,01/01/2019,12/31/2019,35526,1,0,0,1,2,8,10,546316,75264,0,61348,682928,307030,87982,395012,53438,13341,11881,78660,252438,726110,0,0,0,0,0,0,77485,34845,2702,7332,8595,235,0,81,81,119,2616,125172,71300,31895,224684,74995,22198,202486,0,22198,224684,0,223,530,264,159,8455,6617,429,38,15249,0,21852,2019,5,1,0,0,0,37432,33
AR,AR0051,AR0051-001,NEWTON COUNTY,230 S. STONE,JASPER,72641,NEWTON,Y,CO1,01/01/2019,12/31/2019,7558,1,0,0,1,1,1,2,91173,30183,0,0,121356,-9,-9,-9,5223,0,1281,6504,-9,117741,0,0,0,0,0,0,18018,30561,1018,7324,2519,235,0,81,81,20,2196,15600,2860,2457,29870,5275,4611,25259,0,4611,29870,146,115,346,60,2,1307,517,65,5,3764,9360,87614,2019,5,1,0,0,0,7753,43
AR,AR0060,AR0028,CLARK COUNTY LIBRARY,609 CADDO STREET,ARKADELPHIA,71923,CLARK,Y,CO1,01/01/2019,12/31/2019,21577,1,1,0,1,3,0,3,221609,52779,0,91740,366128,124145,55583,179728,13000,5568,0,18568,52626,250922,0,0,0,0,0,0,36825,49369,585,13037,1395,0,0,81,81,29,3198,26795,461,11100,31696,5575,8106,23590,0,8106,31696,0,0,141,115,0,1852,1615,0,6,2550,0,106246,2019,5,1,0,0,0,22320,32
AR,AR0061,AR0061-001,LAFAYETTE COUNTY LIBRARY,219 E. THIRD STREET,LEWISVILLE,71845,LAFAYETTE,Y,CO1,01/01/2019,12/31/2019,6521,1,1,0,0,1.1,1.43,2.53,0,10518,0,0,10518,65492,29551,95043,13587,0,0,13587,33357,141987,0,0,0,0,0,67193,18519,0,75,0,44,0,1,81,82,24,3120,7730,353,1244,15267,6808,0,15267,0,0,15267,215,0,2,1,0,31,21,0,8,6210,0,-1,2019,5,4,0,0,0,6624,42
AR,AR0062,AR0062,OUACHITA MOUNTAINS REGIONAL LIBRARY,145A WHITTINGTON STREET,MT. IDA,71957,MONTGOMERY,Y,CO1,01/01/2019,12/31/2019,27668,1,2,0,1,3,2.75,5.75,136219,86595,0,9048,231862,109874,21912,131786,11944,11849,0,23793,21803,177382,0,0,0,0,0,0,49080,441139,1672,375261,5308,16443,3,81,84,21,4255,30004,9233,6985,70088,10991,3241,66847,0,3241,70088,0,91,78,33,3,804,493,9,10,7773,25005,102431,2019,5,1,0,0,0,8986,43
AR,AR0063,AR0063,PUBLIC LIBRARY OF CAMDEN & OUACHITA COUNTY,405 CASH RD,CAMDEN,71701,OUACHITA,Y,CO2,01/01/2019,12/31/2019,22950,1,1,0,0,1,2,3,153831,37020,0,10065,200916,124500,25000,149500,32000,0,3600,35600,39550,224650,0,0,0,0,0,0,24796,43590,1021,12722,0,0,0,81,81,3,2767,26936,8329,17379,29107,7127,376,28731,0,376,29107,2,2,24,10,0,1017,838,0,11,11166,0,0,2019,5,1,0,0,0,23382,33
AR,AR0064,AR0064,CALHOUN COUNTY LIBRARY,113 SOUTH 2ND ST.,HAMPTON,71744,CALHOUN,Y,CO1,01/01/2019,12/31/2019,4899,1,1,0,1,2,0.5,2.5,48447,7896,0,1280,57623,29151,4484,33635,8465,1500,0,9965,14439,58039,0,0,0,0,0,0,31050,43590,3,12722,0,0,0,81,81,3,1583,4245,1560,1104,5466,1132,1476,3990,0,1476,5466,0,0,61,14,34,626,251,163,7,884,0,1579,2019,5,1,0,0,0,5189,43
AR,AR0066,AR0066,FAYETTEVILLE PUBLIC LIBRARY,401 W. MOUNTAIN STREET,FAYETTEVILLE,72701,WASHINGTON,Y,CI1,01/01/2019,12/31/2019,79832,1,0,0,19,20.5,49.55,70.05,8332725,146676,16115,2005258,10500774,3002819,810207,3813026,279776,270334,59612,609722,1225233,5647981,0,0,0,0,0,0,233528,51871,12104,14659,23735,293,24,81,105,126,3229,535836,77291,84778,1210614,454910,160535,1050079,265961,426496,1476575,2585,438,1313,743,163,61752,45583,2806,124,93350,11022,333596,2019,5,1,0,0,0,239187,13
AR,AR0068,AR0065,PEA RIDGE COMMUNITY LIBRARY,801 N CURTIS,PEA RIDGE,72751,BENTON,Y,CI1,01/01/2019,12/31/2019,2234,1,0,0,0,2.03,0,2.03,100159,0,0,634,100793,40804,6773,47577,4186,3500,0,7686,10142,65405,0,0,0,0,0,4035,14063,0,55,0,130,0,1,81,82,0,0,0,0,0,10490,2433,0,10490,0,0,10490,141,0,58,0,10,6963,0,200,6,2371,0,-1,2019,5,4,0,0,0,279141,21
AR,AR0069,AR0067-01,GRAVETTE PUBLIC LIBRARY,119 MAIN STREET SE,GRAVETTE,72736,BENTON,Y,CI1,01/01/2019,12/31/2019,2667,1,0,0,0,1,2,3,133558,0,1000,15225,149783,74815,31687,106502,1308,1500,104,2912,32083,141497,0,0,0,0,0,0,13751,38299,292,2584,1473,6,0,81,81,0,2103,13637,2,1366,13336,3682,3124,10212,0,3124,13336,0,5,17,5,6,3282,846,446,25,3298,0,11180,2019,5,1,0,0,0,279141,42
AR,AR0070,AR0069,JIM G. FERGUSON SEARCY COUNTY LIBRARY,202 EAST MAIN STREET,MARSHALL,72650,SEARCY,Y,CO1,01/01/2019,12/31/2019,7805,1,0,0,0,1,4,5,242379,0,0,70000,312379,136867,54850,191717,17000,0,0,17000,0,208717,0,0,0,0,0,0,42650,0,681,0,5391,0,0,81,81,29,1854,10831,0,5174,26582,4153,0,26582,0,0,26582,0,0,58,46,0,1875,1656,0,7,2724,730,0,2019,5,1,0,0,0,7881,43
AR,AR0071,AR0071,"FAIRFIELD BAY LIBRARY, INCORPORATED",369 DAVE CREEK PARKWAY,FAIRFIELD BAY,72088,VAN BUREN,Y,OTH,01/01/2019,12/31/2019,2343,1,0,0,0,1,0,1,0,0,0,90385,90385,-9,-9,-9,11165,1750,858,13773,-9,66600,0,0,0,0,0,0,11635,0,611,0,1729,0,0,81,81,0,1232,8785,4269,933,13738,1232,0,13738,0,0,13738,0,0,3,2,0,51,42,0,6,4256,0,489,2019,5,2,0,0,0,16545,43
AR,AR0076,AR0081,HEMPSTEAD COUNTY LIBRARY,500 SOUTH ELM STREET,HOPE,71801,HEMPSTEAD,Y,CO1,01/01/2019,12/31/2019,20927,1,0,0,1,2,3,5,483583,51732,0,473569,1008884,181115,64543,245658,36390,21447,4175,62012,288679,596349,0,0,0,0,0,444456,33560,3100,969,454,729,13,0,81,81,25,2133,28183,6901,9675,40581,4534,6056,34525,0,6056,40581,0,0,7,7,0,537,537,0,4,1687,0,4015,2019,5,1,0,0,0,21532,32
AR,AR0077,AR0072,GENTRY PUBLIC LIBRARY,105 E MAIN ST,GENTRY,72734,BENTON,Y,CI2,01/01/2019,12/31/2019,3371,1,0,0,0,2,0,2,107899,0,0,18007,125906,-9,-9,-9,6160,1900,0,8060,-9,129756,0,0,0,0,0,0,15695,33920,847,9516,2101,250,1,81,82,0,2355,18018,420,3186,15349,1737,4160,11189,930,5090,16279,0,0,38,18,6,2364,1629,58,9,3322,17155,10344,2019,5,1,0,0,0,279141,32
AR,AR0078,AR0078,IVA JANE PEEK LIBRARY HQ,121 N. MAIN STREET,DECATUR,72722,BENTON,Y,CI1,01/01/2019,12/31/2019,1618,1,0,0,0,2,0,2,47375,0,0,152,47527,-9,-9,-9,573,0,0,573,-9,20994,0,0,0,0,0,0,10287,0,108,0,532,0,0,81,81,5,855,1452,12,1424,987,70,0,987,0,0,987,0,0,12,0,0,144,0,0,16,874,0,0,2019,5,1,0,0,0,279141,42
AR,AR0079,AR0084,SILOAM SPRINGS PUBLIC LIBRARY,205 EAST JEFFERSON ST.,SILOAM SPRINGS,72761,BENTON,Y,CI1,01/01/2019,12/31/2019,15664,1,0,0,3,4,5,9,530003,0,0,0,530003,245916,67654,313570,28578,6958,7300,42836,109828,466234,0,0,0,0,0,0,50875,34072,2975,18195,4608,250,3,81,84,20,2837,106587,52,14691,131011,45341,21127,109884,0,21127,131011,0,4,651,521,77,10034,8948,773,16,10113,0,18183,2019,5,1,0,0,15,279141,32
AR,AR0080,AR0080-01,SULPHUR SPRINGS PUBLIC LIBRARY HQ,512 BLACK ST.,SULPHUR SPRINGS,72768,BENTON,Y,CI1,01/01/2019,12/31/2019,487,1,0,0,0.02,0.18,0.09,0.27,9974,2297,0,3665,15936,-9,-9,-9,912,82,226,1220,-9,11765,0,0,0,0,0,879,2597,36472,67,3033,171,205,0,81,81,2,1690,1753,443,486,2315,530,407,1908,0,407,2315,31,31,13,7,1,196,128,13,2,517,207,-1,2019,5,4,0,0,0,279141,42
AR,AR0081,AR0081-01,TRI-COUNTY REGIONAL LIBRARY SYSTEM,200 W. STILWELL AVE.,DE QUEEN,71832,SEVIER,Y,MC2,01/01/2019,12/31/2019,40701,1,11,0,1,13,5,18,514971,119606,0,14320,648897,324894,67534,392428,71280,0,6177,77457,50025,519910,0,0,0,0,0,0,140222,0,3219,0,8472,0,0,81,81,90,15270,40661,9111,17833,84230,17842,0,84230,0,0,84230,15,334,371,179,0,2359,1084,0,84,17145,5978,11981,2019,5,1,0,0,0,17007,33
AR,AR0082,AR0082-001,INDEPENDENCE COUNTY LIBRARY,368 EAST MAIN STREET,BATESVILLE,72501,INDEPENDENCE,Y,CO1,01/01/2019,12/31/2019,35397,1,0,0,1,1,7,8,555430,75012,0,95146,725588,207459,192185,399644,36377,8634,35559,80570,144949,625163,0,0,0,0,0,0,38932,50096,1728,13085,4580,0,3,81,84,110,2560,115567,328,20132,144162,38582,28910,115252,0,28910,144162,0,622,197,170,20,4767,4330,308,31,5337,1398,7389,2019,5,1,0,0,7,37825,33
AR,AR0083,AR0071-01,PRAIRIE COUNTY LIBRARY,201 US HWY 70 EAST,HAZEN,72064,PRAIRIE,Y,CO1,01/01/2019,12/31/2019,8002,1,2,0,0,1,6,7,257000,0,0,61000,318000,78658,18112,96770,6000,0,4000,10000,8000,114770,0,0,0,0,0,0,39546,0,680,0,4481,0,0,81,81,0,2491,22777,545,270,64568,13037,0,64568,0,0,64568,1872,2256,51,27,0,2533,1540,0,12,2265,0,302,2019,5,1,0,0,15,8062,42
AS,AS0001,FBPL,FELETI BARSTOW PUBLIC LIBRARY,997687 UTULEI RD.,PAGO PAGO,96799,MA`OPUTASI,Y,MC2,10/01/2018,09/30/2019,58500,1,1,0,2,2,8,10,0,317000,111729,10426,439155,201073,19973,221046,11262,6809,4870,22941,91428,335415,0,0,0,0,0,0,44397,1265,895,0,365,0,0,0,0,63,1872,40307,492,14980,8952,5464,686,8266,0,686,8952,0,0,303,303,0,4909,4909,0,20,7382,1393,343,2019,9,1,0,0,0,114,43
AZ,AZ0001,AE-APACHE,APACHE COUNTY LIBRARY DISTRICT OFFICE,30 S 2ND W,ST. JOHNS,85936,APACHE,Y,CO2,07/01/2018,06/30/2019,45545,0,7,0,1,7.2,16.63,23.83,1687165,25000,44246,33078,1789489,763775,364426,1128201,91706,56031,44145,191882,279716,1599799,220800,0,0,0,220800,18447,69979,5985,6038,1052,17165,129,4,31,35,124,10275,103753,26541,17097,169142,42342,8751,160391,13828,22579,182970,456,627,838,422,49,8583,5043,282,145,27218,49941,33609,2019,6,1,0,0,0,71887,33
AZ,AZ0009,AE-COCHISE,COCHISE COUNTY LIBRARY DISTRICT,"100 CLAWSON AVE, 2ND FL",BISBEE,85603,COCHISE,Y,CO1,07/01/2018,06/30/2019,82312,1,5,0,2,2,7.63,9.63,1308269,23000,32770,28728,1392767,357405,148062,505467,47713,51318,15656,114687,622673,1242827,0,0,0,0,0,0,75566,4826,4303,738,6238,0,0,31,31,659,7997,26472,10997,6883,76349,8610,31355,44994,8241,39596,84590,859,1067,219,89,33,2144,981,178,25,5976,17918,112189,2019,6,2,0,0,0,125922,32
AZ,AZ0025,AE-CLIFTON,CLIFTON PUBLIC LIBRARY,588 TURNER AVE,CLIFTON,85533,GREENLEE,Y,CI2,07/01/2018,06/30/2019,2794,1,0,0,0,0,1.7,1.7,104480,14100,0,5000,123580,-9,-9,-9,7953,3000,3000,13953,-9,90321,0,0,0,0,0,0,11112,6616,641,76,867,0,0,31,31,12,1792,7534,422,1725,6939,1807,669,6270,302,971,7241,7,88,113,70,0,1031,583,0,8,1210,0,-1,2019,6,2,0,0,0,9498,33
