STABR,FSCSKEY,LIBID,LIBNAME,ADDRESS,CITY,ZIP,CNTY,C_FSCS,GEOCODE,STARTDAT,ENDDATE,POPU_UND,CENTLIB,BRANLIB,BKMOB,MASTER,LIBRARIA,OTHPAID,TOTSTAFF,LOCGVT,STGVT,FEDGVT,OTHINCM,TOTINCM,SALARIES,BENEFIT,STAFFEXP,PRMATEXP,ELMATEXP,OTHMATEX,TOTEXPCO,OTHOPEXP,TOTOPEXP,LCAP_REV,SCAP_REV,FCAP_REV,OCAP_REV,CAP_REV,CAPITAL,BKVOL,EBOOK,AUDIO_PH,AUDIO_DL,VIDEO_PH,VIDEO_DL,EC_LO_OT,EC_ST,ELECCOLL,SUBSCRIP,HRS_OPEN,VISITS,REFERENC,REGBOR,TOTCIR,KIDCIRCL,ELMATCIR,PHYSCIR,ELINFO,ELCONT,TOTCOLL,LOANTO,LOANFM,TOTPRO,KIDPRO,YAPRO,TOTATTEN,KIDATTEN,YAATTEN,GPTERMS,PITUSR,WIFISESS,WEBVISIT,YR_SUB,OBEREG,RSTATUS,STATSTRU,STATNAME,STATADDR,CNTYPOP,LOCALE_ADD
IL,IL0369,30485,NASHVILLE PUBLIC LIBRARY,219 EAST ELM STREET,NASHVILLE,62263,WASHINGTON,Y,CI1,05/01/2017,04/30/2018,3258,1,0,0,0,1,1.43,2.43,100086,2529,1689,15762,120066,59233,5007,64240,12570,400,256,13226,25534,103000,0,0,0,0,0,0,20245,42516,444,5500,377,0,1,13,14,29,2458,10725,253,574,19831,6471,2027,17804,0,2027,19831,2004,7465,64,36,4,1193,863,38,9,4687,1592,-1,2018,3,2,0,0,0,13995,32
IL,IL0370,30486,NAUVOO PUBLIC LIBRARY,1270 MULHOLLAND STREET,NAUVOO,62354,HANCOCK,Y,CI1,05/01/2017,04/30/2018,1149,1,0,0,0,1.25,0.08,1.33,54470,1959,0,4211,60640,-9,-9,-9,10450,310,0,10760,-9,53065,0,0,0,0,0,0,11505,80652,70,60235,713,31,0,13,13,22,2054,7368,294,340,12000,5354,1101,10899,0,1101,12000,1288,4284,54,44,0,724,625,0,3,1147,646,-1,2018,3,2,0,0,0,17844,42
IL,IL0371,30487,NEOGA PUBLIC LIBRARY DISTRICT,551 CHESTNUT AVENUE,NEOGA,62447,CUMBERLAND,Y,OTH,07/01/2017,06/30/2018,3210,1,0,0,0,0.5,1.05,1.55,71976,6293,0,3099,81368,-9,-9,-9,5266,386,1452,7104,-9,77112,0,0,0,0,0,0,14031,32041,365,6344,800,0,0,13,13,11,1850,7910,82,1526,15226,2626,553,14673,0,553,15226,635,850,48,44,4,602,580,22,3,1650,2212,-1,2018,3,2,0,0,0,10808,42
IL,IL0372,30488,NEPONSET PUBLIC LIBRARY,201 WEST COMMERICAL STREET,NEPONSET,61345,BUREAU,Y,CI1,04/01/2017,03/31/2018,742,1,0,0,0.48,2.05,0,2.05,50132,3230,0,0,53362,29302,3066,32368,3606,910,450,4966,31935,69269,0,0,0,0,0,0,6225,6751,48,1925,369,1,0,13,13,11,1178,4230,780,315,1959,945,200,1759,0,200,1959,1,66,43,14,14,335,216,10,2,248,417,-1,2018,3,2,0,0,0,32993,42
IL,IL0373,30489,NEW ATHENS DISTRICT LIBRARY,201 NORTH VAN BUREN STREET,NEW ATHENS,62264,ST. CLAIR,Y,OTH,07/01/2017,06/30/2018,3983,1,0,0,0.75,0.75,1.25,2,142716,13568,2000,9839,168123,-9,-9,-9,7670,0,2557,10227,-9,119461,0,0,0,0,0,144504,11327,36041,169,6344,633,0,2,13,15,18,1716,7500,472,657,8924,1847,1083,7841,0,1083,8924,1646,2250,26,20,2,544,525,3,7,3076,135,-1,2018,3,2,0,0,0,261059,42
IL,IL0374,30490,NEW BADEN PUBLIC LIBRARY,210 NORTH FIRST STREET,NEW BADEN,62265,CLINTON,Y,CI1,05/01/2017,04/30/2018,3349,1,0,0,0,0.85,0.73,1.58,72312,2600,0,5181,80093,-9,-9,-9,6579,416,1235,8230,-9,80174,0,0,0,0,0,12538,18789,3,995,0,1555,0,0,13,13,14,2132,8876,1872,518,11023,3792,1212,9811,0,1212,11023,3452,3293,7,6,0,668,587,0,7,1015,239,-1,2018,3,2,0,0,0,37639,31
IL,IL0375,30491,NEW LENOX PUBLIC LIBRARY DISTRICT,120 VETERANS PARKWAY,NEW LENOX,60451,WILL,Y,OTH,07/01/2017,06/30/2018,40733,1,0,0,3.5,3.5,20.01,23.51,2093494,42625,0,75779,2211898,941042,305617,1246659,90941,59471,16400,166812,411862,1825333,957331,0,0,0,957331,995425,129099,68999,3730,14925,7886,654,22,13,35,145,2808,146839,33321,11628,269348,136848,26484,242864,15363,41847,284711,28599,32042,689,384,46,12523,8875,865,33,17507,60535,-1,2018,3,2,0,0,0,692310,21
IL,IL0376,30492,NEW WINDSOR PUBLIC LIBRARY DISTRICT,412 MAIN STREET,NEW WINDSOR,61465,MERCER,Y,OTH,07/01/2017,06/30/2018,1219,1,0,0,0,1.15,0.5,1.65,14539,2676,0,431,17646,-9,-9,-9,3170,1070,633,4873,-9,45509,0,0,0,0,0,5925,10073,14743,464,0,409,0,0,13,13,6,1560,3474,135,420,2889,792,323,2566,0,323,2889,0,179,5,5,0,37,37,0,6,1160,1160,-1,2018,3,1,0,0,0,15601,42
IL,IL0378,30494,NEWTON PUBLIC LIBRARY DISTRICT,100 SOUTH VAN BUREN STREET,NEWTON,62448,JASPER,Y,OTH,07/01/2017,06/30/2018,5170,1,0,0,0,3.33,0.13,3.46,177536,19591,0,9390,206517,85536,18634,104170,38504,558,0,39062,53562,196794,0,0,0,0,0,0,26905,36041,1707,6344,1327,0,1,13,14,38,2191,22896,5494,712,29395,7738,2698,26697,3,2701,29398,6201,732,200,24,4,3468,1767,43,6,2022,1345,-1,2018,3,2,0,0,0,9611,33
IL,IL0379,30495,NILES-MAINE DISTRICT LIBRARY,6960 OAKTON STREET,NILES,60714,COOK,Y,OTH,07/01/2017,06/30/2018,57284,1,0,0,23.48,24.42,46.64,71.06,6660199,169447,0,236143,7065789,3308739,1330012,4638751,316735,275234,167440,759409,1270993,6669153,0,0,0,118100,118100,64068,223100,85719,21061,39209,39960,4243,34,13,47,316,3550,374512,181069,15577,1109829,507522,37255,1072574,151430,188685,1261259,62702,41979,1936,1117,175,63772,43422,6096,87,75111,177917,-1,2018,3,1,0,6,0,5180493,21
IL,IL0380,30496,NIPPERSINK PUBLIC LIBRARY DISTRICT,5418 HILL ROAD,RICHMOND,60071,MCHENRY,Y,OTH,07/01/2017,06/30/2018,11188,1,0,0,0.94,0.94,5.75,6.69,643957,16541,0,18235,678733,289001,63862,352863,33511,18486,6747,58744,158623,570230,0,0,0,0,0,19696,35668,38901,1591,6263,4008,659,14,13,27,41,3328,19989,5948,4204,68253,26688,8020,60233,1073,9093,69326,7721,7153,165,133,9,1675,1445,34,6,3312,7506,-1,2018,3,2,0,0,0,308570,41
IL,IL0381,30497,NOKOMIS PUBLIC LIBRARY,22 SOUTH CEDAR STREET,NOKOMIS,62075,MONTGOMERY,Y,CI1,04/01/2017,03/31/2018,2939,1,0,0,0,1.7,0.05,1.75,49995,2028,1176,8882,62081,-9,-9,-9,2766,165,250,3181,-9,69128,0,0,0,0,0,0,17504,32000,1533,24,4899,30,0,13,13,5,2392,8589,810,2006,15810,3714,281,15529,0,281,15810,35,497,17,7,5,725,567,100,10,2288,172,-1,2018,3,2,0,0,0,28601,32
IL,IL0382,30498,NORMAL PUBLIC LIBRARY,206 WEST COLLEGE AVENUE,NORMAL,61761,MCLEAN,Y,CI1,04/01/2017,03/31/2018,52497,1,0,0,14,14,19.25,33.25,3904167,106255,500,127547,4138469,1865262,569530,2434792,181242,103193,72531,356966,1113325,3905083,0,0,0,0,0,0,148896,271674,21201,370340,15986,36922,29,13,42,171,3432,280350,37000,36784,673771,372635,29067,644704,51960,81027,725731,12487,12102,964,596,108,35693,28755,2124,90,29348,50656,-1,2018,3,2,0,0,0,172828,22
IL,IL0383,30499,NORRIS CITY MEMORIAL PUBLIC LIBRARY DISTRICT,603 SOUTH DIVISION STREET,NORRIS CITY,62869,WHITE,Y,OTH,07/01/2017,06/30/2018,4472,1,1,0,0.95,1.65,0.58,2.23,98253,4968,6737,1384,111342,53450,12568,66018,10086,460,805,11351,34165,111534,0,0,0,0,0,0,25678,36041,952,24171,1111,0,2,13,15,50,2496,22984,15890,837,24941,2532,1584,23357,0,1584,24941,2459,3309,16,7,6,572,422,56,7,4990,3000,-1,2018,3,1,0,0,0,13665,43
IL,IL0384,30453,MESSENGER PUBLIC LIBRARY OF NORTH AURORA,113 OAK STREET,NORTH AURORA,60542,KANE,Y,CI1,06/01/2017,05/31/2018,17441,1,0,0,7.86,11.64,7.08,18.72,1689546,29971,0,27415,1746932,763643,209177,972820,131632,58245,58082,247959,533279,1754058,0,0,0,0,0,140243,83297,45550,8496,11740,17075,0,1,13,14,154,3330,112772,36437,5286,234015,103365,17893,216122,8815,26708,242830,1522,806,618,319,82,10219,8057,2050,31,21088,13210,-1,2018,3,1,0,0,0,534216,21
IL,IL0385,30500,NORTH CHICAGO PUBLIC LIBRARY,2100 ARGONNE DRIVE,NORTH CHICAGO,60064,LAKE,Y,CI1,05/01/2017,04/30/2018,32574,1,0,1,4,4,9,13,769165,77022,0,25773,871960,332632,104871,437503,26958,44334,4206,75498,193464,706465,0,0,0,0,0,244932,49761,209,815,0,2135,0,10,13,23,151,2902,60385,2777,4434,9112,4699,54,9058,15363,15417,24475,86,265,178,41,8,1187,411,40,21,12176,8371,-1,2018,3,2,0,0,0,700832,21
IL,IL0386,30501,NORTH RIVERSIDE PUBLIC LIBRARY DISTRICT,2400 SOUTH DES PLAINES AVENUE,NORTH RIVERSIDE,60546,COOK,Y,OTH,07/01/2017,06/30/2018,6672,1,0,0,5.75,5.75,14.89,20.64,970000,0,0,54821,1024821,468397,36551,504948,53943,19982,14818,88743,368425,962116,0,0,0,0,0,0,41312,35841,3857,5500,4685,896,16,13,29,58,2920,85364,14587,2458,90366,33581,3780,86586,26484,30264,116850,6650,7191,442,258,78,9624,5687,1250,13,6521,4125,-1,2018,3,1,0,0,0,5180493,21
IL,IL0387,30502,NORTH SUBURBAN PUBLIC LIBRARY DISTRICT,6340 NORTH SECOND STREET,LOVES PARK,61111,WINNEBAGO,Y,OTH,07/01/2017,06/30/2018,70389,1,1,0,7.71,16.05,22.7,38.75,3509999,180675,63790,183833,3938297,1276268,408482,1684750,258871,80339,60401,399611,1405858,3490219,0,0,0,0,0,550086,261501,40361,19530,7438,16708,732,14,13,27,284,6292,308863,27151,18324,487894,186459,50675,437219,56513,107188,544407,20256,13146,843,693,23,18792,16966,410,70,45522,23628,-1,2018,3,1,0,0,0,284081,21
IL,IL0388,30503,NORTHBROOK PUBLIC LIBRARY,1201 CEDAR LANE,NORTHBROOK,60062,COOK,Y,CI1,05/01/2017,04/30/2018,33170,1,0,0,26.9,31.15,35.5,66.65,7056605,159982,0,206883,7423470,3532352,1155744,4688096,412849,308490,126809,848148,1283113,6819357,0,0,0,0,0,740431,236021,27186,27496,10375,23970,4,51,13,64,461,3588,373474,95264,27702,801790,322167,66464,735326,445950,512414,1247740,51859,32861,1904,599,32,64250,17175,1344,52,26374,1650436,-1,2018,3,1,0,0,0,5180493,21
IL,IL0389,30504,NORTHLAKE PUBLIC LIBRARY DISTRICT,231 NORTH WOLF ROAD,NORTHLAKE,60164,COOK,Y,OTH,07/01/2017,06/30/2018,26658,1,0,0,8.33,8.33,10.14,18.47,2368946,78673,0,45145,2492764,933979,225429,1159408,63009,19782,28184,110975,317435,1587818,0,0,0,0,0,0,80840,33793,5575,6423,7935,827,0,13,13,127,3408,87988,22775,15862,183200,57573,5326,177874,355,5681,183555,9579,12047,504,325,43,11434,9490,431,57,27167,24015,-1,2018,3,1,0,0,0,5180493,21
IL,IL0390,30506,OAK BROOK PUBLIC LIBRARY,600 OAK BROOK ROAD,OAK BROOK,60523,DUPAGE,Y,CI1,01/01/2017,12/31/2017,7883,1,0,0,6.35,6.35,5,11.35,885350,0,0,22371,907721,528080,116612,644692,76897,34012,21651,132560,136589,913841,0,0,0,0,0,0,75409,63973,8837,18757,7413,0,44,13,57,131,3194,90579,30702,3129,102145,44226,7139,95006,65946,73085,168091,10824,4665,392,193,0,7066,3425,0,27,7976,7198,-1,2018,3,2,0,0,0,928589,21
IL,IL0391,30507,OAK LAWN PUBLIC LIBRARY,9427 SOUTH RAYMOND AVENUE,OAK LAWN,60453,COOK,Y,CI1,01/01/2017,12/31/2017,56690,1,0,0,15.23,15.23,40.56,55.79,5490387,96986,17337,116585,5721295,2632953,1174289,3807242,277792,232644,85657,596093,1012289,5415624,0,0,0,0,0,789817,184228,231676,15633,332138,17828,15721,23,13,36,9405,3518,413708,129242,32524,605410,220725,26148,579262,31736,57884,637146,61231,39022,960,472,101,30886,19039,1720,58,49090,81176,-1,2018,3,2,0,0,0,5180493,21
IL,IL0392,30508,OAK PARK PUBLIC LIBRARY,834 LAKE STREET,OAK PARK,60301,COOK,Y,CI1,01/01/2017,12/31/2017,51878,1,2,0,26.38,26.38,61.99,88.37,9096007,141434,0,248738,9486179,4167046,1576566,5743612,422172,348891,192960,964023,1238757,7946392,0,0,0,0,0,572814,237895,60882,20178,11487,36922,1084,75,13,88,354,8995,729860,98471,60522,1385926,614237,143084,1242842,423087,566171,1809013,72304,109641,1678,997,145,37811,24784,1685,133,131550,602135,-1,2018,3,1,0,0,0,5180493,21
IL,IL0393,30509,OAKWOOD PUBLIC LIBRARY DISTRICT,110 EAST FINLEY STREET,OAKWOOD,61858,VERMILION,Y,OTH,07/01/2017,06/30/2018,6147,1,0,0,0,1,2.4,3.4,208500,4772,0,1002,214274,90470,6064,96534,14755,4042,3779,22576,66700,185810,0,0,0,0,0,0,19756,60212,1175,29805,1799,172,2,13,15,32,2548,15422,900,1029,25051,7251,3172,21879,239,3411,25290,7141,6441,291,187,38,2570,1729,208,10,2580,0,-1,2018,3,2,0,0,0,76806,41
IL,IL0394,30511,ODELL PUBLIC LIBRARY DISTRICT,301 EAST RICHARD STREET,ODELL,60460,LIVINGSTON,Y,OTH,07/01/2017,06/30/2018,2341,1,0,0,0,0.5,0.85,1.35,106994,3296,0,4247,114537,-9,-9,-9,15578,1220,3400,20198,-9,106195,0,0,0,0,0,0,18327,8498,720,8,2181,0,7,13,20,17,1508,7662,300,569,11824,4400,291,11533,0,291,11824,1707,677,66,60,0,1608,1202,0,4,900,75,-1,2018,3,2,0,0,0,35761,42
IL,IL0395,30505,O'FALLON PUBLIC LIBRARY,120 CIVIC PLAZA,O'FALLON,62269,ST. CLAIR,Y,CI1,05/01/2017,04/30/2018,28396,1,0,0,3,5,11.32,16.32,1187160,26593,0,87378,1301131,610061,138293,748354,65611,45378,27530,138519,264256,1151129,0,0,0,0,0,0,54861,50851,3063,10030,8179,0,20,13,33,68,3263,175751,35391,10642,349604,165397,22425,327179,2913,25338,352517,24932,64860,635,384,28,12939,11066,306,23,42162,57551,-1,2018,3,1,0,0,0,261059,21
IL,IL0396,30512,OGDEN ROSE PUBLIC LIBRARY,103 WEST MAIN STREET,OGDEN,61859,CHAMPAIGN,Y,CI1,05/01/2017,04/30/2018,810,1,0,0,0,0.73,0,0.73,34851,629,0,2279,37759,-9,-9,-9,2437,274,0,2711,-9,46469,0,0,0,0,0,0,14145,37524,182,22530,1289,138,4,13,17,26,836,7580,1400,246,4085,1042,394,3691,0,394,4085,3519,2336,8,8,0,375,375,0,7,460,455,-1,2018,3,2,0,0,0,209983,42
IL,IL0397,30513,OGLESBY PUBLIC LIBRARY DISTRICT,111 SOUTH WOODLAND AVENUE,OGLESBY,61348,LA SALLE,Y,OTH,07/01/2017,06/30/2018,4091,1,0,0,0.93,0.93,1.06,1.99,87502,15308,3775,19278,125863,-9,-9,-9,6535,375,1961,8871,-9,114515,0,0,0,0,0,0,20555,29558,296,9397,1268,0,0,13,13,17,2492,20801,533,1080,23695,6612,1312,22383,0,1312,23695,1941,5388,130,56,5,2889,1115,113,8,3357,3188,-1,2018,3,2,0,0,0,109430,32
IL,IL0398,30514,OHIO PUBLIC LIBRARY DISTRICT,112 NORTH MAIN STREET,OHIO,61349,BUREAU,Y,OTH,07/01/2017,06/30/2018,945,1,0,0,0,0.38,0.35,0.73,87058,2037,0,3228,92323,-9,-9,-9,5218,0,1089,6307,-9,44081,0,0,0,0,0,71448,8399,29456,10,9397,1462,0,0,13,13,28,1300,2200,300,497,3769,1089,289,3480,0,289,3769,0,581,13,10,0,96,91,0,6,417,180,-1,2018,3,1,0,0,0,32993,43
IL,IL0400,30516,OLNEY PUBLIC LIBRARY,400 WEST MAIN STREET,OLNEY,62450,RICHLAND,Y,CI1,05/01/2017,04/30/2018,9115,1,0,0,0,2,2.95,4.95,212915,19823,3155,30690,266583,106858,39865,146723,24852,2493,0,27345,32580,206648,0,0,0,0,0,0,47341,36118,1374,25988,843,0,4,13,17,246,2600,46524,987,5412,51648,15024,4595,47053,5,4600,51653,6814,10604,77,41,7,5930,1845,267,8,6604,907,-1,2018,3,1,0,0,0,15763,33
IL,IL0401,30518,ONARGA COMMUNITY PUBLIC LIBRARY DISTRICT,209 WEST SEMINARY AVENUE,ONARGA,60955,IROQUOIS,Y,OTH,07/01/2017,06/30/2018,2052,1,0,0,0,1.25,0.45,1.7,94850,5114,0,1850,101814,-9,-9,-9,14158,796,1895,16849,-9,88284,0,0,0,0,0,17643,15700,36041,305,60218,776,0,3,13,16,31,1872,4100,468,342,9408,1931,832,8576,0,832,9408,1914,1201,4,4,0,93,93,0,8,364,520,-1,2018,3,1,0,0,0,27604,32
IL,IL0402,30328,GREIG MEMORIAL LIBRARY,110 SOUTH JOY STREET,ONEIDA,61467,KNOX,Y,CI1,05/01/2017,04/30/2018,700,1,0,0,0,0.65,0,0.65,11113,875,0,4850,16838,-9,-9,-9,900,300,0,1200,-9,11921,0,0,0,0,0,0,17452,6530,0,1520,0,2,0,13,13,0,1352,913,284,202,2272,395,645,1627,0,645,2272,221,305,7,2,0,82,40,0,4,61,12,-1,2018,3,2,0,0,0,50112,42
IL,IL0404,30519,OREGON PUBLIC LIBRARY DISTRICT,300 JEFFERSON STREET,OREGON,61061,OGLE,Y,OTH,07/01/2017,06/30/2018,6173,1,0,0,1.75,3.5,1.13,4.63,319071,14504,0,22351,355926,121562,23702,145264,22660,2150,1799,26609,26616,198489,0,0,0,0,0,0,20968,29000,1053,10034,1400,0,0,13,13,49,3202,29672,4160,2192,41992,12385,5901,36091,0,5901,41992,194,751,302,143,12,4105,3329,79,9,6981,2431,-1,2018,3,1,0,0,0,50923,32
IL,IL0405,30521,ORLAND PARK PUBLIC LIBRARY,14921 SOUTH RAVINIA AVENUE,ORLAND PARK,60462,COOK,Y,CI1,01/01/2017,12/31/2017,56767,1,0,0,20.96,20.96,32.25,53.21,6868935,14275,0,180496,7063706,2457027,843240,3300267,278557,190873,132114,601544,1253674,5155485,0,0,0,0,0,308601,248302,10700,22350,920,33163,1242,21,13,34,408,3744,417103,96723,37677,636305,224565,47553,588752,11669,59222,647974,1934,13836,1193,542,105,47364,25076,7959,51,20896,40549,-1,2018,3,1,0,0,0,5180493,21
IL,IL0406,30523,OSWEGO PUBLIC LIBRARY DISTRICT,32 WEST JEFFERSON STREET,OSWEGO,60543,KENDALL,Y,OTH,07/01/2017,06/30/2018,61594,1,1,0,13,16,25.85,41.85,3925911,96018,17879,145366,4185174,1920228,473174,2393402,366975,156719,69508,593202,816680,3803284,0,0,0,44393,44393,61163,299932,31381,26256,19698,27948,1459,14,13,27,182,7296,301863,40752,50810,888079,459846,55234,832845,23006,78240,911085,942,1113,1035,574,273,31212,23525,4956,58,32287,59434,-1,2018,3,2,0,0,0,127915,21
IL,IL0407,30572,REDDICK PUBLIC LIBRARY DISTRICT,1010 CANAL STREET,OTTAWA,61350,LA SALLE,Y,OTH,07/01/2017,06/30/2018,24302,1,0,0,1,3,11.63,14.63,1159871,52962,0,135725,1348558,529606,132003,661609,39191,23914,4618,67723,268419,997751,0,0,0,0,0,21066,51668,33874,4120,3885,3704,672,4,13,17,82,3317,87194,8958,7859,171511,55621,20934,150577,7203,28137,178714,11042,21069,477,193,70,7031,4085,606,27,19073,4596,-1,2018,3,2,0,0,0,109430,32
IL,IL0408,30524,PALATINE PUBLIC LIBRARY DISTRICT,700 NORTH NORTH COURT,PALATINE,60067,COOK,Y,OTH,07/01/2017,06/30/2018,88983,1,2,0,14.38,23.94,46.13,70.07,6248306,127403,0,287147,6662856,3116557,874975,3991532,397447,179262,335394,912103,1711644,6615279,0,0,0,0,0,312571,214113,46271,22838,23149,34996,137,42,13,55,308,8052,500033,140224,63925,1297682,494981,106695,1190987,24919,131614,1322601,1832,1175,1255,778,78,46544,31801,3734,108,66653,2193168,-1,2018,3,1,0,0,0,5180493,21
IL,IL0409,30525,PALESTINE PUBLIC LIBRARY DISTRICT,201 SOUTH WASHINGTON STREET,PALESTINE,62451,CRAWFORD,Y,OTH,07/01/2017,06/30/2018,2370,1,0,0,0,0.89,1.2,2.09,72458,7851,4710,52845,137864,39083,8607,47690,26167,2353,1851,30371,54622,132683,0,0,0,0,0,0,25856,36105,395,66610,467,19,4,13,17,20,1801,17498,1014,1152,15157,2221,1007,14150,0,1007,15157,1404,819,198,59,55,2329,1362,346,13,5096,1634,-1,2018,3,2,0,0,0,18807,42
IL,IL0410,30526,PALOS HEIGHTS PUBLIC LIBRARY,12501 SOUTH 71ST AVENUE,PALOS HEIGHTS,60463,COOK,Y,CI1,01/01/2017,12/31/2017,12515,1,0,0,8.7,9.9,7.09,16.99,1305602,7904,0,48780,1362286,692198,188749,880947,89703,72896,22695,185294,339534,1405775,0,0,0,0,0,61458,70663,75262,5086,14964,5950,1287,33,13,46,177,3376,169023,25579,4515,161729,62153,12842,148887,44887,57729,206616,13892,19606,677,450,42,13836,9026,825,32,11212,21091,-1,2018,3,2,0,0,0,5180493,21
IL,IL0411,30527,PALOS PARK PUBLIC LIBRARY,12330 SOUTH FOREST GLEN BOULEVARD,PALOS PARK,60464,COOK,Y,CI1,05/01/2017,04/30/2018,4847,1,0,0,2.63,4.28,1.25,5.53,423979,8593,0,14102,446674,227393,74929,302322,29523,26407,4866,60796,102713,465831,0,0,0,35000,35000,18598,23807,35000,595,6000,1546,3000,27,13,40,84,2736,37322,4240,1579,41340,11758,4235,37105,27060,31295,68400,3451,5194,268,154,5,3258,1763,30,5,2031,2530,-1,2018,3,2,0,0,0,5180493,21
IL,IL0412,30085,CARNEGIE-SCHUYLER LIBRARY,303 EAST SECOND STREET,PANA,62557,CHRISTIAN,Y,CI1,05/01/2017,04/30/2018,5847,1,0,0,0,1,2,3,114338,68513,0,0,182851,67753,17624,85377,9582,0,2384,11966,21319,118662,0,0,0,0,0,0,27495,0,371,0,1461,0,0,13,13,11,2028,27599,9880,1089,33177,9647,0,33177,0,0,33177,4217,4451,70,60,0,1070,970,0,9,7392,8084,-1,2018,3,2,0,0,0,32661,32
IL,IL0413,30530,PARIS CARNEGIE PUBLIC LIBRARY,207 SOUTH MAIN STREET,PARIS,61944,EDGAR,Y,CI1,05/01/2017,04/30/2018,8837,1,0,0,0,1.75,1.83,3.58,116623,16095,0,25083,157801,91956,17321,109277,11277,3352,1685,16314,51093,176684,0,0,0,0,0,0,30959,79619,586,48555,1452,137,2,13,15,34,2600,19228,10138,1585,43047,8497,4300,38747,3528,7828,46575,6391,9524,111,69,4,1280,1040,10,7,9391,5130,-1,2018,3,1,0,0,0,17360,32
IL,IL0414,30531,PARK FOREST PUBLIC LIBRARY,400 LAKEWOOD BOULEVARD,PARK FOREST,60466,COOK,Y,CI1,07/01/2017,06/30/2018,21975,1,0,0,1.19,3.88,12.5,16.38,1818754,26248,4999,315512,2165513,790046,189327,979373,158739,42083,36369,237191,736169,1952733,0,0,0,0,0,333340,59706,58419,5156,11868,12459,1101,12,13,25,113,3023,116401,65327,6609,153117,43998,22557,130560,6185,28742,159302,16725,16879,1015,682,147,8995,6415,557,30,33122,21805,-1,2018,3,2,0,0,0,5180493,21
IL,IL0415,30532,PARK RIDGE PUBLIC LIBRARY,20 SOUTH PROSPECT AVENUE,PARK RIDGE,60068,COOK,Y,CI1,05/01/2017,04/30/2018,37480,1,0,0,16.41,16.41,27.5,43.91,4602723,89581,0,133713,4826017,2152102,728632,2880734,283070,183302,111500,577872,597368,4055974,2152000,0,0,0,2152000,412754,137608,48933,14465,16585,21233,384,53,13,66,292,3640,396540,42805,17087,763145,336496,55614,707531,96976,152590,860121,26626,36646,978,459,133,28117,18476,1764,35,35767,47628,-1,2018,3,1,0,0,0,5180493,21
IL,IL0416,30534,PATOKA PUBLIC LIBRARY,210 WEST BOND STREET,PATOKA,62875,MARION,Y,CI1,05/01/2017,04/30/2018,584,1,0,0,0,0.38,0,0.38,7710,453,0,4186,12349,-9,-9,-9,1656,0,0,1656,-9,11429,0,0,0,0,0,0,5435,35869,22,6206,353,0,0,13,13,0,735,1217,20,92,1956,594,259,1697,0,259,1956,274,560,1,1,0,72,72,0,3,141,0,-1,2018,3,1,0,0,0,37620,42
IL,IL0417,30535,PAW PAW PUBLIC LIBRARY DISTRICT,362 CHICAGO ROAD,PAW PAW,61353,LEE,Y,OTH,07/01/2017,06/30/2018,870,1,0,0,1,1,0.33,1.33,22062,1030,0,4819,27911,-9,-9,-9,2768,250,0,3018,-9,39491,0,0,0,0,0,0,12909,29456,3,9397,1040,0,0,13,13,0,1872,4776,1104,214,3178,603,1005,2173,0,1005,3178,2,1081,25,11,4,181,38,29,2,795,398,-1,2018,3,1,0,0,0,34223,42
IL,IL0418,30536,PAWNEE PUBLIC LIBRARY,613 DOUGLAS STREET,PAWNEE,62558,SANGAMON,Y,CI1,05/01/2017,04/30/2018,2739,1,0,0,0,0.75,1.65,2.4,139424,2127,0,1659,143210,72498,8853,81351,18006,462,0,18468,26956,126775,0,0,0,0,0,8160,51167,0,1086,0,2298,0,1,13,14,13,2340,7400,151,2779,12229,5726,0,12229,0,0,12229,0,446,21,14,3,751,561,80,6,4676,398,-1,2018,3,1,0,0,0,195348,31
IL,IL0419,30537,PAXTON CARNEGIE LIBRARY,254 SOUTH MARKET STREET,PAXTON,60957,FORD,Y,CI1,05/01/2017,04/30/2018,4473,1,0,0,0,1.38,1.18,2.56,117659,12152,0,7120,136931,72424,15638,88062,17621,2977,1902,22500,42195,152757,0,0,0,0,0,7195,23049,61975,241,14762,1079,143,6,13,19,21,2080,14512,52,960,22196,6814,1642,20554,34,1676,22230,7863,5538,63,50,12,1114,1058,36,5,7280,3486,-1,2018,3,2,0,0,0,13264,32
IL,IL0420,30538,PEARL CITY PUBLIC LIBRARY DISTRICT,221 SOUTH MAIN STREET,PEARL CITY,61062,STEPHENSON,Y,OTH,07/01/2017,06/30/2018,2690,1,0,0,0,0,0.6,0.6,82847,2918,0,485,86250,-9,-9,-9,7948,394,217,8559,-9,69021,0,0,0,0,0,0,12042,29640,188,9872,80,0,0,13,13,72,1921,5564,312,548,6780,3090,641,6139,0,641,6780,1401,1394,59,48,0,820,730,0,6,3276,208,-1,2018,3,1,0,0,0,44753,42
IL,IL0421,30539,PECATONICA PUBLIC LIBRARY DISTRICT,400 WEST 11TH STREET,PECATONICA,61063,WINNEBAGO,Y,OTH,07/01/2017,06/30/2018,5261,1,0,0,0,1.5,2.35,3.85,186721,8930,0,10310,205961,113765,8993,122758,13482,2581,2040,18103,59802,200663,0,0,0,0,0,0,27327,49325,450,7650,2475,729,2,13,15,45,3025,26142,3380,1730,32440,13556,4029,28411,3,4032,32443,3874,4596,116,51,5,1987,1122,30,10,4900,7386,-1,2018,3,2,0,0,0,284081,42
